,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
7444,mudah mudah anak keluarga  candu narkoba sadar paham surat pemberitahuan alexis tutup,0,1,0,0,0,0,0,0,0,0,0,0
7445, bikin penasaran haha,0,1,0,0,0,0,0,0,0,0,0,0
7446,gue kelompok be ujuh gue fakultas ekonomi gue non muslim gue pergi abdi kabupaten sukabumi kaki gunung pangrango gue cek gereja katolik 45 menit desa gue,0,0,0,0,0,0,0,0,0,0,0,0
7447,mok  tok mok kurus tok,0,0,0,0,0,0,0,0,0,0,0,0
7448,barel duga bom tim gegana xf0 x9f x98 xb2,0,0,0,0,0,0,0,0,0,0,0,0
7450,nama kecebong anak kodok nya presiden aduh presiden plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
7451,nyata jokowi   uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
7452,lapor rg  agama orang orang garda utama bela agama  adu akrobat ,1,1,0,1,1,0,0,0,0,0,1,0
7453,ruhut  tun xf0 x9f x98 x81 xf0 x9f x98 x81,1,1,1,0,0,0,0,0,1,1,0,0
7454,haha beda sanjung sih   eh habib rizieq wkwk,1,1,1,0,0,0,0,0,1,1,0,0
7455, comberan ,1,1,0,1,0,0,0,0,1,0,1,0
7456,tertawa rupiah lemah warganet berita metro televisi,1,0,0,1,0,0,0,0,1,0,1,0
7457,musik network ,1,1,1,0,0,0,0,0,1,1,0,0
7458,jokowi pilih 2019 calon presiden bongkar pasang isi lobang congklak presiden coba coba pikir lurus amp negeri urus pilih 2019 jokowi 2019 jokowi jokowi kuat,0,0,0,0,0,0,0,0,0,0,0,0
7459,xf0 x9f xa6 x89 mas sehat xf0 x9f xa6 x8d amp xe2 x82 xac xc3 xb7 xc3 x97 e ,0,1,0,0,0,0,0,0,0,0,0,0
7460, modal usaha,1,1,1,0,0,0,0,0,1,1,0,0
7461,kaum 1 2  radikal serang pusat pe ahanan umat islam kaum 1 2  percaya otak junk food nya kapasitas zero waspada adu domba kaum 1 2 ,1,1,0,1,1,0,0,0,0,0,1,0
7462,gue pilih langsung gue gue gue whatsapp orang pe kali xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
7463,sih garong ajar agama dasar fiksi,0,0,0,0,0,0,0,0,0,0,0,0
7464,mentil mentil   bin bahlul   xf0 x9f x98 x80,1,1,1,0,0,0,0,0,1,1,0,0
7465, mata,1,1,1,0,0,0,1,0,0,1,0,0
7466,salah turun nya   definisi komplot sebar hoaks koar koar mencret,1,1,0,1,0,0,0,0,1,0,1,0
7467,harus baca twit carpoolge14 pulang undi jantina bangsa agama selamat malaysia semoga jalan pergi selamat god bless,0,0,0,0,0,0,0,0,0,0,0,0
7468,be ahun2 ejek  jokowi kodok partai  indonesia   santai panik ya sih panggil  xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0
7469,warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018 dw,0,0,0,0,0,0,0,0,0,0,0,0
7470,empu jemaah 1 6 triliun  jokowi,1,0,0,1,0,0,0,0,1,0,1,0
7471,kuota mencari ya  nyawa layang  orde kuota cari  biar otak kayak  bothnewyear baca buka wawas,1,1,1,0,0,0,0,1,0,1,0,0
7472,partai demokrasi indonesia juang ainya preman  maling racist koruptor tipu partai demokrasi indonesia juang kumpul nya orang orang amoral,1,1,0,1,0,1,0,0,0,0,1,0
7474,kepedean banget gue ya ,0,1,0,0,0,0,0,0,0,0,0,0
7475,ya ampun gue syukur banget  perhati banget,0,1,0,0,0,0,0,0,0,0,0,0
7476,partai  indonesia bunuh orang islam anti agama orang islam bantai partai  indonesia jihad bela partai  indonesia,1,0,0,1,0,1,0,0,0,0,1,0
7477,atuhlah  ,1,1,1,0,0,0,0,1,0,1,0,0
7478,pilih  kiai  sep abu janda al ,1,1,1,0,1,0,0,0,0,1,0,0
7479,harap rizieq shihab pulang hadap hukum orang orang sawah taruh laut  dang  jemput paksa kecuali polisi takut,1,1,1,0,0,0,0,1,0,1,0,0
7480,yoongi teman bilang gue senyum suka lihat gusi ,0,0,0,0,0,0,0,0,0,0,0,0
7481,pas bom surabaya kemarin ngepost positif dukung tentara nasional indonesia polisi republik indonesia kecam banget teroris gue lihat cewek cewek cadar kejar oppa oppa korea airpo wkwk sih gue cewek cadar fanatik banget penamp,0,0,0,0,0,0,0,0,0,0,0,0
7482,aksi drummer cilik aisya soraya zahra hadap ketua dasar kena pajak ai golkar airlangga a o menteri industri ketua ai golkar provinsi bengkulu rohidin mersyah plt gubernur,0,0,0,0,0,0,0,0,0,0,0,0
7483,galakin pribumi negeri teriak usang  gongseng gilir hadap hadap langsung usang   gongseng loyo,1,0,1,0,0,0,0,0,1,1,0,0
7484,partai  indonesia tumpas habis proyek umat islam amerika perang dingin musuh islam jahat balas tunggu neraka,0,0,0,0,0,0,0,0,0,0,0,0
7486, cok,0,1,0,0,0,0,0,0,0,0,0,0
7487,5 rugi sehat rambut kulit kepala via,0,0,0,0,0,0,0,0,0,0,0,0
7488,spesial post for pigijo halo teman teman facebook yuk mampir tulis jelajah pelosok indonesia bahas pesona budaya,0,0,0,0,0,0,0,0,0,0,0,0
7489,sikap harap 65 papua  hak hak sipil berani bilang partai  indonesia salah papua hak merdeka  harga eksistensi amp hak hak hak sipil penuh orang bebas sikap gantung,0,0,0,0,0,0,0,0,0,0,0,0
7490, baginda paham a i dialog baginda paham fulus amp ,1,1,1,0,0,0,0,1,0,1,0,0
7491,oh iya 2015 bera i masuk 1 2  xf0 x9f x98 x89,0,0,0,0,0,0,0,0,0,0,0,0
7492,halo bu dokter persekusi muslim papua persekusi hadap uji semester bal fh manado mayoritas modal hadap minoritas uang negara republik indonesia mayoritas muslim persekusi minoritas cina kristen,0,0,0,0,0,0,0,0,0,0,0,0
7493,tolak negara islam indonesia berani bubar kua adil agama,1,0,0,1,1,0,0,0,0,0,1,0
7495,nih sobat salah presiden ketat awas jokowi hadap kembang proyek strategis nasional laksana lapang tuju proteksi tekan timpang sosial,0,0,0,0,0,0,0,0,0,0,0,0
7496,bom pe sekutu jatuh lin perang dunia ih bunuh gajah kebun binatang lin,0,0,0,0,0,0,0,0,0,0,0,0
7497,lihat tas istri jokowi kampung p,1,1,1,0,0,0,0,0,1,1,0,0
7498,ya gara gara mata wasit  lihat bola kena raket salah sikap kevin,1,1,1,0,0,0,1,0,0,1,0,0
7499,isu privatisasi air awas jaman pilih kepala daerah sih kicau media sosial ya serius,0,0,0,0,0,0,0,0,0,0,0,0
7500,he  gue gue b universitas brawijaya  wkwk,0,1,0,0,0,0,0,0,0,0,0,0
7501, tolong koleksi,0,0,0,0,0,0,0,0,0,0,0,0
7502,sumber waras trans jaka a jokowi diam sih kutil  ahok ganyang,1,1,1,0,0,0,0,0,1,1,0,0
7503,nahdliyin  ruf amin henti,0,0,0,0,0,0,0,0,0,0,0,0
7504,geografis iya sepak bola italia masuk negara sepak bola ekonomi nya maju belang eropa barat eropa timur identified nya negara negara bekas paham ,0,0,0,0,0,0,0,0,0,0,0,0
7505,dina xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ih  model merek ajsjsjsjaja,0,1,0,0,0,0,0,0,0,0,0,0
7506,perintah provinsi sumatra utara gencar laku sosialisasi sukses pilih kepala daerah serentak 2018,0,0,0,0,0,0,0,0,0,0,0,0
7507, tuli,0,1,0,0,0,0,0,0,0,0,0,0
7508,duduk rumah masak   makan rupa duduk rumah duduk  nak adil negeri orang kisah,0,0,0,0,0,0,0,0,0,0,0,0
7510,ganda campur campur tangan ,0,0,0,0,0,0,0,0,0,0,0,0
7511,aduh sibuk iya ,1,1,1,0,0,0,0,0,1,1,0,0
7512,lapar mending jual jual otak ,0,1,0,0,0,0,0,0,0,0,0,0
7513,ketua ppp romahurmuziy silaturahmi diam ketua utama alkhairaat habib sayid saggaf muhammad al jufri romahurmuziy ppp10sempurna,0,0,0,0,0,0,0,0,0,0,0,0
7514, imajinasi nya liar long reply desah doang gue main  langsung ya,0,1,0,0,0,0,0,0,0,0,0,0
7515,hetifah tingkat sektor pariwisata kalimantan timur baca berita koran kalimantan timur baca koran kalimantan timur wisata kalimantan timur samarinda tenggarong balikpapan bontang rau,0,0,0,0,0,0,0,0,0,0,0,0
7516,hati wahabi mugkin layak bubar,1,0,0,1,1,0,0,0,0,0,0,1
7517,bijak pro  le coba le buka syarat syarat investasi to indonesia republik rakyat cina klausul tenaga kerja  nya,0,0,0,0,0,0,0,0,0,0,0,0
7518,muslim tahan spesifik kitab suci agama muslim muslim adu domba bawa bawa al qur an salam,0,0,0,0,0,0,0,0,0,0,0,0
7519, kutuk sedih banget gue,0,1,0,0,0,0,0,0,0,0,0,0
7520,tolong polisi republik indonesia periksa anies sandi libat saracen batal angkat sesuai hukum laku,1,0,1,0,0,0,0,0,1,1,0,0
7521,kampus gue foreigner pakai rok  wkwk sih gantung dosen pakai,0,0,0,0,0,0,0,0,0,0,0,0
7522,untung ahok nyungsep,1,0,1,0,0,0,0,0,1,1,0,0
7523, rizieq korban pe undang undang md3 dasar  kaum sumbu pendek,1,1,0,1,0,0,0,0,1,0,1,0
7524,bank rumah realisasi,0,0,0,0,0,0,0,0,0,0,0,0
7525, sayang,0,1,0,0,0,0,0,0,0,0,0,0
7526,kena tegak peti bh pasal isu tarikh pru kecam federal dana nak boost ekonomi industri ong tranung patut negeri kayak nih nak,0,0,0,0,0,0,0,0,0,0,0,0
7528,haha bangsaaat moral begundal bajing abal abal xe2 x80 xa6 uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
7529,asisten gubernur kepala emen bijak ekonomi moneter bi dody budi waluyo,0,0,0,0,0,0,0,0,0,0,0,0
7530,sedia rabu 11 04 08 00 indonesia barat laku periksa saksi lapor sidik unit terorisme direktorat reserse kriminal polisi daerah jawa timur duga noda agama sukmawati kendala periksa tunda esok,0,0,0,0,0,0,0,0,0,0,0,0
7531,gerombol butuh manusia  xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1,1,1,0,1,0,0,0,0,1,0,1,0
7532,saracen muslim cyber army  cuci otak rinso isis grup  habis akal otak  rakyat tipu,1,1,0,1,0,0,0,0,1,0,1,0
7533,laden ekor  kelayaban tuju,1,1,1,0,0,0,0,0,1,1,0,0
7534,ganti kotak kosong dil pilih 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
7535,dewan wakil rakyat kompak undang undang md3 xf0 x9f x98 x85 xf0 x9f x98 x85 xf0 x9f x98 x85,0,0,0,0,0,0,0,0,0,0,0,0
7536,bisik allah allah xe2 x80 xa6 allah allahu akbar allah allah lihat hamba abdi insaf umar seret pinggir kota ikat tiang suruh orang korek mata zinnirah  sih,0,0,0,0,0,0,0,0,0,0,0,0
7537,ulama jabar dukung jokowi pilih presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
7538,panggil pelan pelan mbak   xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,0,1,0,0,1,0,0,0,1,0
7539,dukung napi ahok jokowi akal partai adil sejahtera kasihan umat ,1,1,0,1,0,0,0,0,1,0,1,0
7540,hukum keras ikan rindu rindu  paman apes butuh terima hidup lambat laun terima hidup 37 3,0,0,0,0,0,0,0,0,0,0,0,0
7542,ahok tumbang fakta bilang fitnah debat final pilih kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
7543,suku bangsa laku kecuali arab hijaz mesir praktik nama sepe i aksen aten mesopotamia sepe i awel marduk orang ibrani yahudi ishma el iya hanan etc,0,0,0,0,0,0,0,0,0,0,0,0
7544,fakta subprime gage dasar khawatir bi dampak pengaruh sistem tingkat sistem perban imbas ekonomi negara yunani,0,0,0,0,0,0,0,0,0,0,0,0
7545,nama panggil yasuko alas ya  mata nya  ya semangat pagi,0,0,0,0,0,0,0,0,0,0,0,0
7546,kader partai bangkit bangsa pilih kepala daerah lupa daya produktivitas tanam kopi daerah sangkut program kerja kelak minum kopi indonesia,0,0,0,0,0,0,0,0,0,0,0,0
7548,tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
7549,hai  paham ya prabowo subianto calon presiden salah presiden play station pas calon presiden abadi uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
7550,nyata pikir agama bela agama tebang pilih allah saksi orang ulama ustad kitab suci mu fiksi,0,0,0,0,0,0,0,0,0,0,0,0
7551,anak anak cita cita semangat presiden be emu anak anak sintas kanker istana presiden bogor jawa barat jumat 6 4 sekretariat kabinet pekan,0,0,0,0,0,0,0,0,0,0,0,0
7552, rapat     bahan coli uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
7553,kali copot spanduk tangkap pasang konsekuensi cela bravo polisi republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0
7554,slogan tipu teriak pancasila indonesia hati ,1,0,1,0,0,1,0,0,0,1,0,0
7555,  haha,1,1,1,0,0,0,0,0,1,1,0,0
7556,benci perangkat digital zaman susilo bambang yudhoyono susilo bambang yudhoyono klarifikasi info sesat main tangkap,1,0,1,0,0,0,0,0,1,1,0,0
7557,hidup ya dipe emukan manusia  biar harga orang,0,1,0,0,0,0,0,0,0,0,0,0
7558,bonek  super er suci indonesia maling goreng jarah warung bonek  maaf racist kuat tahan xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,0,1,0,0,0,0,1,0,1,0
7559,hajar jokowi,1,0,1,0,0,0,0,0,1,0,0,1
7560,hati xe2 x80 x9d jatuh vonis xe2 x80 x9ckafir xe2 x80 x9d orang,0,0,0,0,0,0,0,0,0,0,0,0
7561,bolot wkwk tipo,0,1,0,0,0,0,0,0,0,0,0,0
7562,super gubernur indonesia bangga beda kelas gubernur reklamasi bangga bangga cukong 2019 ganti presiden 2019 presiden periode,1,0,1,0,0,0,0,0,1,1,0,0
7563, berisik genit eh tau deh wkwk,0,1,0,0,0,0,0,0,0,0,0,0
7565,informasi 8 99 bukti akurat ri korban imperialisme via proxy info efektif cegah proxy war aws konspirasi global pimpin te inggi,0,0,0,0,0,0,0,0,0,0,0,0
7566,nih xc2 xb2nya organisasi mahasiswa be ahan mempe ahankan ajar xc2 xb2 karno presiden pe turun tampuk kuasa  orde 1967 eksistensi amp konsistensi nih be ahan,0,0,0,0,0,0,0,0,0,0,0,0
7567,tarik tengok sikap institusi institusi negara hadap tuduh jokowi  cina,0,0,0,0,0,0,0,0,0,0,0,0
7568,yaaaelaaaaaa manusia  dasar,1,1,1,0,0,0,0,0,1,1,0,0
7569,sepe inya efek undang undang md3 bicara suka hati,0,0,0,0,0,0,0,0,0,0,0,0
7570,ustad tukang fitnah tuduh jokowi partai  indonesia tangkap,1,0,1,0,0,0,0,0,1,1,0,0
7571,ab orang usaha keras hasil kerja,0,0,0,0,0,0,0,0,0,0,0,0
7572,kayak  lucu an inti deh,0,0,0,0,0,0,0,0,0,0,0,0
7573,2 rapat batas presiden publikasi hadap giat selenggara jaka a palembang agustus jokowi pacu promosi asi games ayo promosi asi games 2018,0,0,0,0,0,0,0,0,0,0,0,0
7574,pikir  xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0
7575,budaya kat sosial media nih lampau lampau lately,0,0,0,0,0,0,0,0,0,0,0,0
7577,bukti valid bahaya virus  minum salah admin otak henti kerja mulut bicara jari tekan keyboard komputer,0,1,0,0,0,0,0,0,0,0,0,0
7578,dasar ,1,1,1,0,0,0,0,1,0,1,0,0
7579,anies sandi produk saracen uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
7580,taman  2019 rakyat muak 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
7581,iya kalah lawan   wkwk,1,1,0,1,0,0,0,0,1,0,1,0
7582,  heboh prof tumpang gelap  campur,0,1,0,0,0,0,0,0,0,0,0,0
7583, kucing cina intervensi wilayah kalimantan hati hati gara gara ahok sih mulut ,1,1,0,1,0,1,0,0,0,0,1,0
7584,kanan keponakan muhammad al fatih hidayat kuliah turki selesai hafal 30 juz wifi bareng gubernur beliau dinas,0,0,0,0,0,0,0,0,0,0,0,0
7585,final lawan   saksi tonton nih bareng,0,0,0,0,0,0,0,0,0,0,0,0
7586,takut prabowo laku sukses jokowi takut prabowo,1,0,1,0,0,0,0,0,1,1,0,0
7587,cosplay milik surai putih miring kepala penasaran bingung putar sebentar sosok  cosplay,0,0,0,0,0,0,0,0,0,0,0,0
7588,nyata alas bakar 7 sekolah dasar palangkaraya perhati amp proyek uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7589,papua indonesia hijab cadar orang orang wanita yahudi pakai cadar,0,0,0,0,0,0,0,0,0,0,0,0
7590,biaya pilih kepala daerah langsung mahal zulkifli dewan wakil rakyat daerah oke,0,0,0,0,0,0,0,0,0,0,0,0
7591,6922 nwedeeeh ky brother from another  haha ajar  nih anak paham gue kirim chat tertawa mulu gue sakit perut banget open minded friendly kocak   suka  pikir   mulu,0,1,0,0,0,0,0,0,0,0,0,0
7592,gubernur pilih hancur lihat ahok no 1,1,0,1,0,0,0,0,0,1,1,0,0
7593,dasar  ,1,0,1,0,0,0,0,0,1,1,0,0
7594,muka  ,1,1,1,0,0,0,1,1,0,1,0,0
7595,islam nusantara na inya islam cina islam inggris islam hongkong islam nusantara turun islam sunda islam,0,0,0,0,0,0,0,0,0,0,0,0
7596,massa tuntut jaksa tuntas duga korupsi pakai dairi,0,0,0,0,0,0,0,0,0,0,0,0
7597,berat wakil setya novanto dewan wakil rakyat ri pecat setya novanto dewan wakil rakyat ri,1,0,1,0,0,0,0,0,1,0,0,1
7598,tenaga kerja indonesia hongkong takut tenaga kerja indonesia xe2 x80 x9cdipengaruhi xe2 x80 x9d ustaz ustaz 212 jelang pilih presiden suara suara ln aman uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
7599,partai  indonesia zombi ancam negara republik indonesia umat islam ganyang partai  indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
7600,alas novanto te idur buka musyawarah golkar via,0,0,0,0,0,0,0,0,0,0,0,0
7601,jaga sehat pikir logika 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
7602, bunuh usia 12 jantina pilih lahir peluang rahim,0,0,0,0,0,0,0,0,0,0,0,0
7603,refleks sarah cubit pinggang sang adam motor laju cepat alis te aut kesal lantas luncur protes bawa gadis preman pasar ,1,1,1,0,0,0,1,0,0,1,0,0
7605,front bela islam gelar jihad konstitusional  jokowi uniform resource locator bijak indonesia mohabbatein,1,0,1,0,0,0,0,0,1,1,0,0
7606,biadab kerja cina buang bendera indonesia tanah   tiongkok uniform resource locator,1,1,1,0,0,1,0,0,0,1,0,0
7607,johor negeri pesat bangun golong profesional jaga agama,0,0,0,0,0,0,0,0,0,0,0,0
7608,laku sih   ekstrak tinja ngoaaahahaaaaa salam partai adil sejahtera jahat kelamin syariat,1,1,0,1,0,0,0,0,1,0,1,0
7609,bahasa  xf0 x9f x98 xae,0,0,0,0,0,0,0,0,0,0,0,0
7610,pepatah cocok jongos nyaring ibul saking sibuk kerja citra dolar roket sih tablo plonga ,1,1,1,0,0,0,0,0,1,1,0,0
7611,ya ribet sekolah muhammadiyah papua siswa kristen murid paksa pakai jilbab guru jilbab muslimah,0,0,0,0,0,0,0,0,0,0,0,0
7612,p e r gunung pelangi rainbow gunung warna bentuk bukit indah sepe i indonesia suku agama etnik bentuk indonesia beda saji indah harmoni bangsa b a a negara republik indonesia bangga,0,0,0,0,0,0,0,0,0,0,0,0
7613,hai ahok pikir kayak wan abut cetek pikir merek islam otak ,1,1,1,0,1,0,0,0,0,1,0,0
7614,presiden jokowi sorot iklan asi games media massa minim,0,0,0,0,0,0,0,0,0,0,0,0
7615,nyata tulis twit  kelas kakap puluh ribu sayang  sial haram jadah men fitnah dasar  xf0 x9f x91 x8e,1,1,1,0,0,0,0,0,1,1,0,0
7616,masuk katagori baris dajjal  sih bu suka,1,1,1,0,0,0,0,0,1,1,0,0
7617,biar biar  nya kena ya suka ahok biar kena  nya,1,1,0,1,0,0,0,0,1,0,1,0
7618,rindu suha o ya monggo sih sebar hoaks serang presiden kayak sebar hoaks serang presiden hilang wkwk,0,0,0,0,0,0,0,0,0,0,0,0
7619,cinta milik orang cinta wkwk kasihan banget suka bilang kayak cinta milik ,1,1,1,0,0,0,0,0,1,1,0,0
7620,peh  weh,0,0,0,0,0,0,0,0,0,0,0,0
7621,abraham samad ogah menteri calon presiden,0,0,0,0,0,0,0,0,0,0,0,0
7622,kepala seksi lindung daya balai layan lindung tenaga kerja indonesia padang valerie chistie faisal sih memdampingi tenaga kerja indonesia purna bina balai layan lindung tenaga kerja indonesia padang survei laku tim nilai badan ekonomi kreatif indonesia uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
7623,istana asai  rakyat  jokowi jokowi diktator rakyat tentara nasional indonesia uniform resource locator,1,0,1,0,0,0,0,0,1,0,0,1
7624,alas gereja katolik mudah sitir enak udel umat nsy buah gereja katolik flores kelompok umat usir gereja libat,0,0,0,0,0,0,0,0,0,0,0,0
7625,indobet 365 result japan togel japan rabu 28 maret 2018 result 9 1 0 3 shio  nurl uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
7626,umat nasrani dengar pendeta bicara pilih pimpin kristen pendeta ajar pilih pimpin jujur ayom rakyat nya jaga negara republik indonesia regardless agama,0,0,0,0,0,0,0,0,0,0,0,0
7628,prabowo kuli indonesia kalah saing uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7629,oh iya sekolah mayoritas tionghoa beda tau pribumi nya 11 12 kepala sekolah pribumi,0,0,0,0,0,0,0,0,0,0,0,0
7630,kamar dagang industri gubernur suka marah marah pilih,0,0,0,0,0,0,0,0,0,0,0,0
7631, nasib uzur,1,1,1,0,0,0,0,0,1,1,0,0
7632,sila menang sila iri sila saing exo exol but mimpi juragan presiden korea fan exo anak jokowi fan exo exo pokok wkwk gosa sok saing exo medals mtvbrkpopexo premios mt,0,0,0,0,0,0,0,0,0,0,0,0
7633,teh kasih tb tb ajak omong orang  sih minum kopi bioskop orang ajak obrol xf0 x9f xa4 xa3,0,0,0,0,0,0,0,0,0,0,0,0
7634,yahudi,0,0,0,0,0,0,0,0,0,0,0,0
7635, sepemikiranya sih gerung kitab suci pakai agama islam agama agama ,1,1,1,0,1,0,0,0,0,1,0,0
7636,minder ketemu teman sekolah dasar sekolah katolik bagus ajar ajar aktivitas sekolah kalah,0,0,0,0,0,0,0,0,0,0,0,0
7637,np flashback masker rambut bahan masuk mudah tinggal pilih masker alpukat telur santan buah buah lidah  serasi,0,0,0,0,0,0,0,0,0,0,0,0
7638,lt lt lt warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
7639,bangsaaat      beloon  ajggggggggg    ,1,1,1,0,0,0,0,0,1,1,0,0
7640,giat piket patroli brigadir adik rudi brigadir erik iskandar pam gatur tarum timur  antisipasi berangkat haji situasi aman tenaga kerja  main lancar uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
7641,suara   mati kenyang,1,1,0,1,0,0,0,0,1,0,1,0
7642,ai ,1,1,0,1,0,0,0,0,1,0,1,0
7643,defisit mbok dagel to min uang cetak 2 sistem 1 pseudo gold pakai cadang emas defisit defisit 2 uang fiat jamin aset defisit jamin aset,0,0,0,0,0,0,0,0,0,0,0,0
7645, gue lihat,0,1,0,0,0,0,0,0,0,0,0,0
7646,dosen oi adik armando polisi kait noda agama denny,0,0,0,0,0,0,0,0,0,0,0,0
7647,  ayo ah  uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
7648,cc nafsu tenaga uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
7649,xl ,0,1,0,0,0,0,0,0,0,0,0,0
7650, ceng,1,1,1,0,0,0,1,0,0,1,0,0
7651,40 jokowi mundur gelar negarawan mustahil be ahan lihat,1,0,1,0,0,0,0,0,1,1,0,0
7652,papah mata ,1,1,1,0,0,0,1,0,0,1,0,0
7653,jalan tuju indonesia islam indah muslim ajak diskusi,1,0,0,1,1,0,0,0,0,0,1,0
7654,ayat xe2 x80 x9cbossku xe2 x80 x9d xe2 x80 x9cmaju  xe2 x80 x9d nih sedap sopan ajar,1,1,1,0,0,0,0,0,1,1,0,0
7655, sadah bankrut bro iring perestroika cecep gorbachev,1,0,0,1,0,1,0,0,0,0,1,0
7656,sayang industri oil gas warga  anak melayu,0,0,0,0,0,0,0,0,0,0,0,0
7657,tuju maaf 100  agama kitab suci wahyu allah tafsir sakit hati peluk agama biar allah ganjar sesuai dasar,0,0,0,0,0,0,0,0,0,0,0,0
7658,iya kasih  mata ,0,0,0,0,0,0,0,0,0,0,0,0
7659, ahmad  ahmad dhani,1,1,1,0,0,0,0,0,1,1,0,0
7660,batal bangun proyek rencana kerja anggar hambat pe umbuhan ekonomi jambi,0,0,0,0,0,0,0,0,0,0,0,0
7661,harga,0,0,0,0,0,0,0,0,0,0,0,0
7662,news ketua dewan wakil rakyat dorong inspirasi kreatif perintah sesuai budaya pancasila,0,0,0,0,0,0,0,0,0,0,0,0
7663,tau sih cantik kagum tengku zul ,0,1,0,0,0,0,0,0,0,0,0,0
7664,hehe kampung ya bah suka banding banding ,0,0,0,0,0,0,0,0,0,0,0,0
7665,pilih jokowi ekonomi roket,0,0,0,0,0,0,0,0,0,0,0,0
7666,anies calon presiden prabowo beliau amanah amanah beliau kandidat bagus damping prabowo zeng hai jian aktivis kalang tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
7667,lepas orang   sejati orang laki laki harga orang laki laki kerja,0,0,0,0,0,0,0,0,0,0,0,0
7668,dewan wakil rakyat tekan jokowi jokowi tolak dewan wakil rakyat bikin hak angket turun jokowi,1,0,1,0,0,0,0,0,1,1,0,0
7669,mubalig pimpin mesjid andal rakyat umat islam giring otak suka kacung cukong biar rakyat umat islam rencana 2019 ganti pra,1,1,1,0,0,0,0,0,1,1,0,0
7670,alhamdulillah sahaja mudah mudah fokus prestasi buai popularitas ainer politikus   nya stay away from him sumbang sila bentuk tabung ikhlas pame,0,0,0,0,0,0,0,0,0,0,0,0
7671,ya bro cek dewan masjid indonesia nilai khotbah jumat plus daftar mubalig tendensi over judgement  zalim xf0 x9f x98 x90,0,0,0,0,0,0,0,0,0,0,0,0
7672,kasih tau sih ah ,1,1,1,0,0,0,0,0,1,1,0,0
7673,pilih kepala daerah damai wujud pesta demokrasi aman,0,0,0,0,0,0,0,0,0,0,0,0
7674,tunggu reaksi sih denny siregar cita cita penjara tinggal kenang dasar ,1,1,1,0,0,0,0,0,1,1,0,0
7676,wakil gubernur daerah khusus ibu kota jaka a hadir kantor dasar kena pajak partai adil sejahtera duduk meja ketua majelis syura habib wakil ketua majelis syura presiden partai adil sejahtera ketua tasyakur,0,0,0,0,0,0,0,0,0,0,0,0
7677,rakyat belah pilih presiden wajar nas belah pilih presiden 2016 pecah konflik rusak nkr proksi   jajah ri,0,0,0,0,0,0,0,0,0,0,0,0
7678,nona pulang teriak nona intip kamar kaget lihat nona gesek  bantal mama,0,1,0,0,0,0,0,0,0,0,0,0
7679,ekonomi jajah cina koruptor kelas kakap cina eh dil 10 juta lapang kerja j,0,0,0,0,0,0,0,0,0,0,0,0
